Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Marital_Status_Single,Marital_Status_Unknown,KMeans_Cluster
0.34042553191489355,1.0,0.41860465116279066,0.8,0.5,0.3333333333333333,0.1605220435520003,0.5828367103694875,0.15292788224726914,0.24462761259935237,0.03844441971736953,0.248062015503876,0.18309100700053854,0.21721721721721723,1,0,1,0
0.6595744680851062,0.4,0.813953488372093,0.8,0.3333333333333333,0.3333333333333333,0.03016231479214094,0.2701628923321414,0.050792455016950136,0.3503090962614071,0.05897407366195616,0.14728682170542637,0.1645126548196015,0.2792792792792793,0,0,0,1
0.7659574468085105,0.0,0.8372093023255814,0.2,0.5,0.5,0.0,0.0,0.041587228001043086,0.308213129231675,0.01012573717592077,0.046511627906976744,0.16155088852988692,0.0,0,0,0,1
0.44680851063829785,0.8,0.5348837209302325,0.4000000000000001,0.5,0.3333333333333333,0.03185529828252872,0.6197854588796186,0.026917393445947905,0.16867824551074476,0.034271725826193394,0.1007751937984496,0.09504577275175013,0.6266266266266267,0,1,0,3
0.5957446808510637,0.4,0.6744186046511628,0.6000000000000001,0.3333333333333333,0.5,0.325860020497193,0.0,0.35389563352939474,0.3164556962025316,0.033381551129409145,0.08527131782945738,0.20193861066235866,0.0,1,0,0,0
0.31914893617021267,0.6000000000000001,0.34883720930232565,1.0000000000000002,0.16666666666666666,0.3333333333333333,0.1913585285554921,0.6630909813269765,0.17662909628256018,0.2346187812775979,0.030099031935017246,0.09302325581395349,0.22428648357565967,0.21521521521521522,0,1,0,3
0.6808510638297872,0.0,0.8372093023255814,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.33607838513560495,0.6738180373460468,0.3145481412800974,0.1527818663526641,0.043451652386780906,0.10852713178294573,0.19224555735056542,0.13513513513513514,1,0,0,0
0.6170212765957447,0.2,0.5348837209302325,0.6000000000000001,0.3333333333333333,0.16666666666666666,0.06293363807036162,0.7604290822407628,0.046446266624170604,0.15013246982631734,0.04990541893846667,0.2558139534883721,0.13004846526655897,0.5445445445445446,0,1,0,3
0.42553191489361697,0.6000000000000001,0.627906976744186,0.6000000000000001,0.5,0.5,0.544768832173942,0.5701231624950338,0.5221220989192479,0.2316750073594348,0.03933459441415378,0.1317829457364341,0.21540118470651592,0.07407407407407408,1,0,0,0
0.5531914893617021,0.2,0.627906976744186,0.8,0.16666666666666666,0.16666666666666666,0.09996765192259438,0.48748510131108463,0.10184568133746705,0.18369149249337652,0.0350506286858796,0.23255813953488372,0.16155088852988692,0.2592592592592593,1,1,0,2
0.5957446808510637,0.2,0.627906976744186,0.2,0.5,0.16666666666666666,0.0,0.3210170838299563,0.018175759858604004,0.29349425964085957,0.010849004117057973,0.0697674418604651,0.2423263327948304,0.5625625625625627,0,0,0,1
0.6382978723404255,0.4,0.5348837209302325,0.0,0.5,0.5,0.4332435447446467,0.0,0.45681337467041405,0.30644686488077716,0.005118504506509403,0.03875968992248062,0.09800753904146474,0.0,1,0,0,0
